2019-12-16 19:17:33,559 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@135973b: startup date [Mon Dec 16 19:17:33 MSK 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-12-16 19:17:34,590 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\apache-activemq-5.15.10\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-12-16 19:17:36,293 | INFO  | PListStore:[C:\apache-activemq-5.15.10\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-12-16 19:17:36,465 | INFO  | Apache ActiveMQ 5.15.10 (localhost, ID:DESKTOP-R2NOO3V-56327-1576513056309-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-12-16 19:17:36,481 | INFO  | Listening for connections at: tcp://DESKTOP-R2NOO3V:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,496 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-12-16 19:17:36,496 | INFO  | Listening for connections at: amqp://DESKTOP-R2NOO3V:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,496 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-12-16 19:17:36,512 | INFO  | Listening for connections at: stomp://DESKTOP-R2NOO3V:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,512 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-12-16 19:17:36,512 | INFO  | Listening for connections at: mqtt://DESKTOP-R2NOO3V:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,512 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-12-16 19:17:36,527 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,652 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-12-16 19:17:36,777 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@188bf7e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-12-16 19:17:36,887 | INFO  | Listening for connections at ws://DESKTOP-R2NOO3V:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-12-16 19:17:36,887 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-12-16 19:17:36,887 | INFO  | Apache ActiveMQ 5.15.10 (localhost, ID:DESKTOP-R2NOO3V-56327-1576513056309-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-12-16 19:17:36,887 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
